Transfer Authority,Fiscal Year of Request,Implementing Agency,Country (Transfer to),Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Total Acquisition Value,Total Current Value
Grant Authority,2014,Army,Lebanon,"SIGNAL, SMK RED M168",EDA Delivered,1/6/15,701,701,701,0,701,"$1,016.45",$304.94
Grant Authority,2014,Army,Lebanon,"SIGNAL, SMK YLW M169",EDA Delivered,12/22/14,539,539,539,0,15,$835.45,$250.64
Grant Authority,2014,Army,Lebanon,"Simulator, APERS, Mine",EDA Delivered,12/22/14,1200,1200,1200,0,1200,$636.00,$190.80
Grant Authority,2014,Army,Lebanon,"SIGNAL, ILLUM STAR RED",EDA Delivered,1/23/15,152,152,152,0,88,"$2,521.68",$756.50
Grant Authority,2014,Army,Lebanon,"SIGNAL, ILLUM RED STAR MK80-0/2",EDA Delivered,1/6/15,5005,5005,5005,0,5005,"$7,657.65","$2,297.30"
Grant Authority,2014,Army,Lebanon,"SIGNAL, ILLUM GRN STAR PARA M19A2",EDA Delivered,1/13/15,175,175,175,0,175,"$5,794.25","$1,738.28"
Grant Authority,2014,Army,Lebanon,"SIMULATOR, EXPL BOOBY TRAP FLASH M117",EDA Delivered,1/23/15,195,195,195,0,150,"$2,603.25",$780.98
Grant Authority,2014,Army,Lebanon,"SIMULATOR, EXPL BOOBY TRAP ILLUM M118",EDA Delivered,1/6/15,575,575,575,0,358,"$7,716.50","$2,314.95"
Grant Authority,2014,Army,Lebanon,"CHG, DEMO BLOCK TNT",EDA Delivered,12/22/14,80064,80064,80064,0,80064,"$140,112.00","$42,033.60"
Grant Authority,2014,Army,Lebanon,"CHG, DEMO BLOCK 1 LB THT",EDA Delivered,12/22/14,20000,20000,20000,0,20000,"$124,400.00","$37,320.00"
Grant Authority,2014,Army,Lebanon,"CHG, DEMO BLOCK 8 LB TNT",EDA Accepted/LOA Implemented,6/25/14,1000,1000,1000,0,0,"$2,100.00",$630.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 11 DELAY",EDA Delivered,1/6/15,1000,1000,1000,0,1000,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 12 DELAY",EDA Delivered,1/23/15,1000,1000,1000,0,1000,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 13 DELAY",EDA Delivered,1/6/15,1000,1000,1000,0,1000,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 14 DELAY",EDA Delivered,1/6/15,1000,1000,1000,0,1000,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 15 DELAY",EDA Delivered,1/6/15,1000,1000,1000,0,1000,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"HOWITZER, MEDIUM, TOWED, M198",EDA Delivered,6/28/15,32,32,32,0,32,"$33,034,784.00","$1,651,739.20"
Grant Authority,2014,Army,Lebanon,CAIMAN CAT I PLUS MRAPS,EDA Cancelled,10/16/14,50,50,0,0,0,"$24,750,000.00","$2,475,000.00"
Grant Authority,2014,Army,Lebanon,"Cap Blast, Elect INERT",EDA Delivered,12/22/14,813,813,813,0,813,"$4,560.93","$1,368.28"
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 5 DELAY",EDA Delivered,1/8/15,96,96,96,0,96,$65.28,$19.58
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC NO 6 DELAY LEAD 12 FT",EDA Accepted/LOA Implemented,6/25/14,85,85,85,0,0,$58.65,$17.60
Grant Authority,2014,Army,Lebanon,"CAP, BLAST ELEC SPEC/M6",EDA Delivered,12/22/14,20,20,20,0,20,$716.60,$214.98
Grant Authority,2014,Army,Lebanon,"CORD, DET TY 1 CL E W/PETN",EDA Delivered,1/6/15,6000,6000,6000,0,6000,"$1,860.00",$558.00
Grant Authority,2014,Army,Lebanon,"FIRING DEVICE, DEMO PRESS RELEASE M5",Service Authorized to Supply EDA,3/31/14,2000,2000,0,0,0,"$7,740.00","$2,322.00"
Grant Authority,2014,Army,Lebanon,"FIRING DEVICE, DEMO PULL-TEN REL M3",Service Authorized to Supply EDA,3/31/14,382,382,0,0,0,"$1,940.56",$582.17
Grant Authority,2014,Army,Lebanon,"FZ, Blast, Time, INERT",EDA Delivered,1/8/15,8000,8000,8000,0,8000,"$1,200.00",$360.00
Grant Authority,2014,Army,Lebanon,"IGNITER, TIME BLAST FUSE M60",EDA Delivered,1/23/15,191,191,191,0,191,$626.48,$187.94
Grant Authority,2014,Army,Lebanon,CHARGE DEMOLITION PRACTICE,EDA Delivered,1/6/15,372,372,372,0,372,"$31,992.00","$9,597.60"
Grant Authority,2014,Army,Lebanon,"CHG, DEMO SHAPED COMP H-6 MK47-0",EDA Delivered,1/6/15,100,100,100,0,100,"$16,700.00","$5,010.00"
Grant Authority,2014,Army,Lebanon,"CHG, DEMO SHAPE M221",EDA Delivered,12/22/14,3024,3024,3024,0,3024,"$9,072.00","$2,721.60"
Grant Authority,2014,Army,Lebanon,"DET, NON-ELEC MK123",Service Authorized to Supply EDA,3/31/14,208,208,0,0,0,"$8,621.60","$2,586.48"
Grant Authority,2014,Army,Lebanon,"IGNITER, TIME BLAST FUSE SHOCKTUBE M81",EDA Delivered,1/6/15,100,100,100,0,100,$500.00,$150.00
Grant Authority,2014,Army,Lebanon,"CAP, BLAST, INERT, XM11",EDA Delivered,1/6/15,1000,1000,1000,0,1000,"$6,570.00","$1,971.00"
Grant Authority,2014,Army,Lebanon,"DETONATOR, NON-ELEC DUAL MK154-0",EDA Delivered,1/6/15,2680,2680,2680,0,2680,"$174,200.00","$52,260.00"
Grant Authority,2014,Army,Lebanon,"CTG, CAL .50 4 BALL M33/1 TR M17 MG",EDA Delivered,1/13/15,30214,30214,30214,0,30214,"$42,601.74","$12,780.52"
Grant Authority,2014,Navy,Malaysia,MK V SPECIAL OPERATIONS CRAFT (SOC),EDA Cancelled,11/16/15,14,14,0,0,0,"$74,666,662.00","$7,466,666.20"
Grant Authority,2014,Navy,Malaysia,"OUTFITTING AND EQUIPMENT, MK V SOCS",Service Authorized to Supply EDA,12/1/14,0,0,0,0,0,"$13,000,000.00","$1,300,000.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1038",EDA Accepted/LOA Implemented,11/20/14,2,2,2,0,0,"$68,922.00","$13,784.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1043A2",EDA Delivered,9/30/14,20,20,20,0,20,"$1,550,440.00","$310,088.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M966",EDA Accepted/LOA Implemented,11/20/14,4,4,4,0,0,"$188,276.00","$37,655.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, 1 1/4 T [M998]",EDA Delivered,9/30/14,14,14,14,0,18,"$546,728.00","$164,018.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, 1 1/4 T [M998]",EDA Delivered,10/1/17,18,18,18,0,18,"$702,936.00","$140,587.20"
Grant Authority,2014,Army,Morocco,"M1000, TANK TRANSPORTER, SEMI-TRAILER",EDA Delivered,12/17/14,40,40,40,0,40,"$9,168,760.00","$916,876.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, VAN 5 TON W/O WINCH, M934A2",EDA Delivered,12/2/16,2,2,2,0,1,"$222,790.00","$66,837.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, UTILITY, HMMWV",EDA Delivered,9/26/15,261,261,,0,80,"$15,766,749.00","$7,883,374.50"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, UTILITY, HMMWV, TOW, M996",EDA Delivered,8/20/15,4,4,4,0,4,"$188,276.00","$37,655.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, 1 1/4 T, M998",EDA Delivered,9/30/17,2,2,2,0,2,"$78,104.00","$15,620.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M998A1",EDA Accepted/LOA Implemented,8/5/15,2,2,2,0,0,"$89,444.00","$17,888.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, 2.5T, M35A3",EDA Delivered,10/11/15,1,1,1,0,1,"$56,500.00","$11,300.00"
Grant Authority,2014,Army,Morocco,"HOWITZER, MEDIUM TOW",Service Authorized to Supply EDA,8/25/14,40,40,0,0,0,"$41,293,480.00","$2,064,674.00"
Grant Authority,2014,Army,Morocco,"HOWITZER, SELF PROPELLED, W/O CANNON TUBES",Service Authorized to Supply EDA,8/25/14,60,60,0,0,0,"$55,397,160.00","$2,769,858.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1037",EDA Delivered,4/23/15,4,4,4,0,5,"$191,956.00","$57,586.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1038",EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$34,461.00","$10,338.30"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK VAN 5T M934A2,EDA Delivered,9/4/15,2,2,2,0,2,"$222,790.00","$66,837.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK VAN 5T M934A2,EDA Delivered,9/4/15,6,6,6,0,18,"$668,370.00","$133,674.00"
Grant Authority,2014,Army,Morocco,"M1000, TANK TRANSPORTER, SEMI-TRAILER",EDA Delivered,2/2/16,40,40,40,0,40,"$9,168,760.00","$916,876.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK VAN EXP 5TON M934A1,EDA Delivered,11/20/14,2,2,2,0,3,"$291,400.00","$58,280.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK WRECKER 5 TON M936A2,EDA Delivered,8/17/15,18,18,18,0,28,"$3,041,280.00","$608,256.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK WRECKER 5T PIP M936,EDA Delivered,5/4/15,12,12,12,0,12,"$1,508,832.00","$301,766.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, TRACTOR M1070",EDA Delivered,4/30/15,20,20,20,0,20,"$5,134,080.00","$1,026,816.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, VAN",EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$98,341.00","$29,502.30"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M998A1",EDA Delivered,9/30/14,1,1,1,0,1,"$44,722.00","$13,416.60"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M998A1",EDA Delivered,9/30/14,23,23,23,0,23,"$1,028,606.00","$205,721.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK VAN 5T EXP M934,EDA Delivered,9/30/14,2,2,2,0,2,"$270,244.00","$54,048.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,SEMI-TRAILER TANK FUEL 5500 GAL,EDA Accepted/LOA Implemented,11/20/14,2,2,2,0,0,"$126,896.00","$63,448.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRAILER, FUEL SERVICE 600 GAL",EDA Delivered,2/10/15,1,1,1,0,1,"$9,760.00","$2,928.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRAILER, TANK",EDA Accepted/LOA Implemented,11/20/14,2,2,2,0,0,"$18,108.00","$9,054.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRAILER, TANK WATER M149A2",EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$12,955.00","$2,591.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRAILER, LIGHT CHASSIS XM1101",EDA Delivered,4/21/15,11,11,11,0,11,"$98,494.00","$19,698.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRAILER, CARGO 3/4TON M101A2",EDA Delivered,8/14/15,2,2,2,0,2,"$7,788.00","$2,336.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO 2.5T ESP M44A3,EDA Delivered,4/24/15,1,1,1,0,1,"$56,500.00","$11,300.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, DROP SIDE, 5T, M923",EDA Delivered,9/30/15,23,23,23,0,23,"$1,624,099.00","$324,819.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, 5T, D/S",EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$67,139.00","$33,569.50"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, 5T, D/S",EDA Delivered,3/17/15,54,54,54,0,40,"$3,625,506.00","$1,087,651.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, 5T, D/S",EDA Delivered,9/10/15,144,144,144,,144,"$9,668,016.00","$1,933,603.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO, 5T, D/S",EDA Accepted/LOA Implemented,11/20/14,2,2,2,0,0,"$134,278.00","$13,427.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO 5T M925A2,EDA Delivered,9/10/15,5,5,5,0,9,"$360,200.00","$108,060.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO 5T M925A2,EDA Delivered,9/10/15,23,23,23,0,37,"$1,656,920.00","$1,656,920.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO 5T M928A2,EDA Delivered,4/28/15,4,4,4,0,8,"$267,432.00","$53,486.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO 5T XLWB M927,EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$83,430.00","$16,686.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO",EDA Accepted/LOA Implemented,11/20/14,2,2,2,0,0,"$148,900.00","$44,670.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO DPSD 5T M923A1,EDA Delivered,4/22/15,17,17,17,0,19,"$1,265,650.00","$253,130.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO DPSD 5T M925A1,EDA Delivered,11/20/14,1,1,1,0,1,"$75,278.00","$22,583.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK CARGO DPSD 5T M925A1,EDA Delivered,8/20/15,10,10,10,,10,"$752,780.00","$150,556.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK TANK FUEL 6000 GAL,EDA Accepted/LOA Implemented,11/20/14,1,1,1,0,0,"$94,125.00","$47,062.50"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,TRUCK TANK HEMTT M978,EDA Delivered,5/7/15,3,3,3,0,3,"$1,152,390.00","$230,478.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV",EDA Delivered,9/26/15,427,427,427,0,427,"$25,794,643.00","$12,897,321.50"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1025",EDA Delivered,9/30/14,2,2,2,0,2,"$95,978.00","$28,793.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1025",EDA Delivered,9/25/15,38,38,38,0,38,"$1,823,582.00","$364,716.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1025A1",EDA Delivered,9/24/15,3,3,3,0,3,"$178,686.00","$53,605.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1026 ARMORED",EDA Delivered,9/30/14,1,1,1,0,1,"$47,989.00","$9,597.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Morocco,"TRUCK UTILITY, HMMWV, M1026A1",EDA Delivered,9/25/15,1,1,1,0,1,"$60,020.00","$18,006.00"
Grant Authority,2014,Army,Nigeria,MAXXPRO  PLUS,EDA Delivered,7/27/15,6,6,6,0,6,"$4,134,000.00","$826,800.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,MISCELLANEOUS SUPPLIES,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.28","$176,470.64"
Grant Authority,2014,Army,Nigeria,MAXXPRO AMBULANCE,EDA Delivered,7/25/15,2,2,2,0,2,"$1,378,000.00","$275,600.00"
Grant Authority,2014,Army,Nigeria,CAIMAN BASE,EDA Delivered,7/24/15,10,10,10,0,10,"$4,120,000.00","$824,000.00"
Grant Authority,2014,Army,Nigeria,CAIMAN PLUS,EDA Delivered,7/27/15,6,6,6,0,6,"$2,970,000.00","$594,000.00"
Grant Authority,2014,Army,Nigeria,MAXXPRO RECOVERY,EDA Accepted/LOA Implemented,1/22/15,2,2,2,0,0,"$1,761,348.00","$352,270.00"
Grant Authority,2014,Navy,Nigeria,MRAPS COUGAR CAT II JERRV WITH ISS,EDA Cancelled,3/3/16,6,6,0,0,0,"$4,372,878.00","$1,749,151.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,MATERIALS HANDLING EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,WATER PURIFICATION EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,HAND AND MEASURING TOOLS,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,PREFABRICATED STRUCTURES AND SCAFFOLDING,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,COMMUNICATION EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,ELECTRICAL WIRE AND POWER DISTRIBUTION EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,"MEDICAL, DENTAL , VET EQUIP AND SUPPLIES",Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,INSTRUMENTS AND LABORATORY EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,ADP EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,FURNITURE,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,HOUSEHOLD/COMMERCIAL FURNISHINGS AND APPLIANCES,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,FOOD PREPARATION AND SERVING EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,OFFICE SUPPLIES AND DEVICES,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,"CONTAINERS, PACKAGING, AND PACKING SUPPLIES",Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,"TEXTILES, LEATHER, APPAREL AND TENTS",Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Nigeria,CLOTHING AND INDIVIDUAL EQUIPMENT,Service Authorized to Supply EDA,9/11/14,0,0,0,0,0,"$352,941.17","$176,470.59"
FMS Sales,2014,Navy,Norway,P-3 AVIATION SPARE AND REPAIR PARTS,Service Authorized to Supply EDA,9/9/14,0,0,0,0,0,"$3,200,000.00","$1,600,000.00"
Grant Authority,2014,Army,Pakistan,MACHINE GUN 40mm GRENADE LAUNCHER,Service Authorized to Supply EDA,4/20/15,12,12,0,0,0,"$135,648.00","$13,564.80"
Grant Authority,2014,Army,Pakistan,MACHINE GUN,EDA Delivered,7/20/16,20,20,20,0,20,"$76,600.00","$7,660.00"
Grant Authority,2014,Army,Pakistan,"MACHINE GUN, 7.62, M60",EDA Delivered,7/20/16,100,100,100,0,100,"$586,400.00","$58,640.00"
Grant Authority,2014,Army,Pakistan,MACHINE GUN,EDA Delivered,7/20/16,100,100,100,0,100,"$1,268,500.00","$126,850.00"
Grant Authority,2014,Army,Pakistan,GRENADE LAUNCHER M320A1,Service Authorized to Supply EDA,4/20/15,50,50,0,0,0,"$170,650.00","$17,065.00"
Grant Authority,2014,Army,Pakistan,MRAP MAXXPRO BASE,EDA Delivered,3/27/15,275,275,275,0,265,"$180,950,000.00","$18,095,000.00"
Grant Authority,2014,Army,Pakistan,MRAP MAXXPRO LWB ROLLING CHASSIS,EDA Delivered,3/7/18,85,85,0,0,85,"$24,124,190.00","$2,412,419.00"
Grant Authority,2014,Army,Pakistan,MRAP AMBULANCE (MaxxPro),EDA Accepted/LOA Implemented,1/31/15,10,10,5,0,0,"$6,890,000.00","$689,000.00"
Grant Authority,2014,Army,Pakistan,MRAP RECOVERY VEHICLE (MaxxPro),EDA Delivered,10/4/16,5,5,5,0,5,"$4,403,370.00","$440,337.00"
Grant Authority,2014,Air Force,Pakistan,C-130 OUTER WING SETS,EDA Delivered,9/30/18,6,6,6,0,6,"$7,649,400.00","$1,529,880.00"
Grant Authority,2014,Army,Philippines,"C-23B SHERPA, AIRPLANE, CARGO TRANSPORT",EDA Cancelled,8/1/17,4,4,0,0,0,"$29,696,632.00","$5,939,328.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M927A1,Service Authorized to Supply EDA,2/20/15,1,1,0,0,0,"$85,304.00","$8,530.40"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M927A1,EDA Delivered,2/20/15,2,2,0,0,2,"$170,608.00","$34,121.60"
Grant Authority,2014,Army,Philippines,"MACHINE GUN, 7.62, M60",EDA Delivered,9/5/18,2253,2253,2253,0,2253,"$13,211,592.00","$1,321,159.20"
Grant Authority,2014,Army,Philippines,"TRUCK, TRACTOR, LIGHT EQUIP",Service Authorized to Supply EDA,2/14/14,40,28,0,0,0,"$6,648,920.00","$664,892.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M927A1,Service Authorized to Supply EDA,2/20/15,6,6,0,0,0,"$511,824.00","$153,547.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M923A1,EDA Delivered,2/20/15,10,10,0,0,3,"$744,500.00","$74,450.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,"CARGO TRUCK, 5 TON",Service Authorized to Supply EDA,2/20/15,2,2,0,0,0,"$141,226.00","$28,245.20"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO D/S M923,EDA Delivered,2/20/15,4,4,0,0,1,"$282,452.00","$141,226.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO D/S M923,Service Authorized to Supply EDA,2/20/15,10,10,0,0,0,"$706,130.00","$211,839.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO D/S M923,EDA Delivered,2/20/15,20,20,0,0,10,"$1,412,260.00","$282,452.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO D/S M923,EDA Delivered,2/20/15,43,43,0,0,5,"$3,036,359.00","$303,635.90"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M923A1,Service Authorized to Supply EDA,2/20/15,3,3,0,0,0,"$223,350.00","$111,675.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M923A1,Service Authorized to Supply EDA,2/20/15,7,7,0,0,0,"$521,150.00","$156,345.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Philippines,TRUCK CARGO 5T M923A1,EDA Delivered,2/20/15,17,17,0,0,3,"$1,265,650.00","$253,130.00"
FMS Sales,2014,Navy,Poland,FFG-7 SHIP AND ELECTRONIC SPARE PARTS,EDA Delivered,6/21/17,0,0,0,0,0,"$2,081,507.15","$1,026,778.90"
Grant Authority,2014,Army,Poland,M-ATV MRAP VEHICLES,EDA Delivered,8/7/14,45,45,45,0,45,"$25,875,000.00","$7,762,500.00"
FMS Sales,2014,Navy,Portugal,SHIP AND ELECTRONIC SPARE PARTS (SECONDARY ITEMS),Service Authorized to Supply EDA,4/25/14,0,0,0,0,0,"$200,000.00","$100,000.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Senegal,"TRUCK, UTILITY, ARMAMENT CARRIER, ARMORED, HMMWV",EDA Delivered,9/30/14,1,1,1,0,1,"$47,989.00","$9,597.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Senegal,"TRUCK, UTILITY, ARMAMENT CARRIER, ARMORED, HMMWV",EDA Delivered,9/30/14,5,5,5,0,5,"$297,810.00","$59,562.00"
Grant Authority,2014,Defense Logistics Agency (DLA),Senegal,"TRUCK, UTILITY, HMMWV, 1 1/4 TON ARMORED",EDA Delivered,9/30/14,1,1,1,0,1,"$47,989.00","$9,597.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Senegal,"TRUCK, UTILITY, HMMWV",EDA Delivered,9/30/14,12,12,12,0,12,"$468,624.00","$93,724.80"
Grant Authority,2014,Defense Logistics Agency (DLA),Sierra Leone,WATER PURIFICATION EQUIPMENT,EDA Accepted/LOA Implemented,7/23/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Sierra Leone,HAND AND MEASURING TOOLS,EDA Delivered,2/20/15,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Sierra Leone,MATERIALS HANDLING EQUIPMENT,EDA Accepted/LOA Implemented,7/23/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Sierra Leone,FURNITURE,EDA Accepted/LOA Implemented,7/23/14,0,0,0,0,0,"$352,941.17","$176,470.59"
Grant Authority,2014,Defense Logistics Agency (DLA),Sierra Leone,PREFABRICATED STRUCTURES AND SCAFFOLDING,EDA Accepted/LOA Implemented,7/23/14,0,0,0,0,0,"$352,941.17","$176,470.59"
